Admit_TermID,CRMID,Last_Name,First_Name,Middle_Name,Admit_Descr,Admit_Type,Admit_Type_Descr,Acad_Career,Acad_Prog,Acad_Prog_Descr,Acad_Plan,Acad_Plan_Descr,Appl_Source,Gender,Age_By_Years,Address1,Address2,City,State,Postal,Current_Program,Current_Program_Descr,Current_Plan,Current_Plan_Descr
7324590,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,31,,,Baltimore,MD,21215-4247,MNSU,Undergraduate Business,MNSCBS,BS in Management Science
7324591,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology,HARD COPY,FEMALE,30,,,Baltimore,MD,21215-7703,NULL,NULL,NULL,NULL
7324884,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,33,,,Baltimore,MD,21244-8054,MNSU,Undergraduate Business,MNSCBS,BS in Management Science
7324889,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education,HARD COPY,FEMALE,66,,,Baltimore,MD,21229-3060,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education
7325242,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,PRE-SOWK,Pre-Social Work,HARD COPY,FEMALE,34,,,Brooklyn,NY,11212-8503,NULL,NULL,NULL,NULL
7325275,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,MATHBS,BS in Mathematics,HARD COPY,MALE,30,,,Trenton,NJ,08618-5200,NULL,NULL,NULL,NULL
7325401,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,56,,,Baltimore,MD,21224,NULL,NULL,NULL,NULL
7325482,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,40,,,Oxon Hill,MD,20745-2682,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7325545,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,38,,,Baltimore,MD,21239-1238,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7325632,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,FEMALE,54,,,Baltimore,MD,21239-3428,A&SU,Undergraduate Arts & Sciences,LLATBS,BS in Liberal Arts
7325641,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,FEMALE,31,,,Groveland,FL,34736-8856,NULL,NULL,NULL,NULL
7325667,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,MALE,34,,,Randallstown,MD,21133-2427,NULL,NULL,NULL,NULL
7325859,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,MALE,33,,,Baltimore,MD,21216-4844,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science
7325878,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,FEMALE,54,,,Ellicott City,MD,21042-1221,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7325938,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,ENGLBS,BS in English,HARD COPY,MALE,36,,,Baltimore,MD,21215-6301,A&SU,Undergraduate Arts & Sciences,ENGLBA,BA in English
7326024,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,29,,,Baltimore,MD,21229-1925,PSU,Undergrad Professional Studies,APPLBS,BS in Applied Psychology
7326267,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,MALE,29,,,Washington,DC,20002-1007,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7326295,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,NURSBS,BS in Nursing,HARD COPY,FEMALE,34,,,Baltimore,MD,21244-1932,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7326322,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education,HARD COPY,FEMALE,36,,,Baltimore,MD,21229-3919,A&SU,Undergraduate Arts & Sciences,HISTBS,BS in History
7326373,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,MALE,64,,,Baltimore,MD,21228-2515,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7326404,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,29,,,Edgewood,MD,21040-2319,NURU,Undergraduate Nursing,NURSRNBSN,BS in Nursing Registered
7326505,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,ENGLBS,BS in English,HARD COPY,MALE,27,,,Wilmington,DE,19802-2118,A&SU,Undergraduate Arts & Sciences,ENGLBA,BA in English
7326516,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,APPLBS,BS in Applied Psychology,HARD COPY,FEMALE,33,,,Baltimore,MD,21223-1903,PSU,Undergrad Professional Studies,APPLBS,BS in Applied Psychology
7326542,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology,HARD COPY,MALE,27,,,District Hts,MD,20747-2423,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology
7329339,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,MALE,37,,,Joppa,MD,21085-3721,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7329392,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,40,,,Baltimore,MD,21215-7633,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7329812,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,MALE,35,,,Baltimore,MD,21207-6144,NULL,NULL,NULL,NULL
7333132,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,FEMALE,27,,,Chesapeake,VA,23325-4630,NULL,NULL,NULL,NULL
7333783,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology,HARD COPY,FEMALE,51,,,Catonsville,MD,21228-1010,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology
7333835,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science,HARD COPY,MALE,56,,,Baltimore,MD,21217-3688,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science
7336054,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,42,,,Parkville,MD,21234-1342,NULL,NULL,NULL,NULL
7336054,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,41,,,District Heights,MD,20747-4015,A&SU,Undergraduate Arts & Sciences,LLATBS,BS in Liberal Arts
7336382,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,45,,,Baltimore,MD,21208-5436,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7336581,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,31,,,Baltimore,MD,21213-1859,NULL,NULL,NULL,NULL
7336599,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU2,2nd Undergraduate Nursing,NURSBS2,2nd BS in Nursing,HARD COPY,FEMALE,53,,,Baltimore,MD,21215-4622,NURU2,2nd Undergraduate Nursing,NURSBS2,2nd BS in Nursing
7336785,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,EDU,Undergraduate Education,SPEDBS,BS in Special Education,HARD COPY,MALE,38,,,Baltimore,MD,21229-1118,EDU,Undergraduate Education,SPEDBS,BS in Special Education
7336871,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,SOCIBS,BS in Sociology,HARD COPY,MALE,40,,,Baltimore,MD,21207-4851,PSU,Undergrad Professional Studies,SOCIBS,BS in Sociology
7414811,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,48,,,Baltimore,MD,21237-4826,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7415296,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,ENGLBS,BS in English,HARD COPY,MALE,34,,,Bel Air,MD,21015,PSU,Undergrad Professional Studies,POSCBS,BS in Political Science
7423140,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,MALE,54,,,York,PA,17404-8636,NULL,NULL,NULL,NULL
7423518,2054,,,,Spring 2005                   ,USB,Second Bachelor,UGRD,A&SU2,2nd Bachelors Arts & Sciences,MATHBS2,BS in Mathematics,HARD COPY,FEMALE,51,,,Baltimore,MD,21229-1701,A&SU,Undergraduate Arts & Sciences,MATHBS,BS in Mathematics
7424152,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU2,2nd Undergraduate Nursing,NURSBS2,2nd BS in Nursing,HARD COPY,FEMALE,53,,,Baltimore,MD,21215-4622,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7425068,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,27,,,Baltimore,MD,21206,SOWK,Social Work,SOWKBSW,Social Work
7426730,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology,HARD COPY,MALE,41,,,Baltimore,MD,21206-5556,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology
7427456,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,33,,,Baltimore,MD,21229-5178,NULL,NULL,NULL,NULL
7427456,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,30,,,Lanham,MD,20706-1327,PSU,Undergrad Professional Studies,APPLBS,BS in Applied Psychology
7429085,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,MALE,27,,,Peekskill,NY,10566-1989,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7430844,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,31,,,Baltimore,MD,21214-1002,NULL,NULL,NULL,NULL
7431032,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,MALE,48,,,Baltimore,MD,21216-3747,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7431553,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,SOSCBS,BS in Social Science,HARD COPY,FEMALE,26,,,Springfield Gardens,NY,11413-2214,NULL,NULL,NULL,NULL
7433320,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,MALE,36,,,Baltimore,MD,21217-3807,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7433498,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,MALE,29,,,Baltimore,MD,21207-6927,NULL,NULL,NULL,NULL
7433657,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ,ON LINE,FEMALE,37,,,Cincinnati,OH,45227-2856,NULL,NULL,NULL,NULL
7433668,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ,HARD COPY,FEMALE,38,,,Baltimore,MD,21216-1218,EDU,Undergraduate Education,PRE-ECED,Pre-Early Childhood Education
7433965,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,MALE,29,,,Meriden,CT,6451,A&SU,Undergraduate Arts & Sciences,UAPRBS,BS in Urban Arts
7434014,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,30,,,Baltimore,MD,21216-4234,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7434191,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,FEMALE,54,,,Baltimore,MD,21239-3428,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7434225,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,31,,,Baltimore,MD,21206,NULL,NULL,NULL,NULL
7434245,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,32,,,Essex,MD,21221,SOWK,Social Work,SOWKBSW,Social Work
7434752,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ,HARD COPY,FEMALE,36,,,Baltimore,MD,21217-1941,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ
7434773,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,35,,,Aberdeen,MD,21001-1648,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7434794,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,52,,,Columbia,MD,21044-1927,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7435087,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,BLANK APPLICATION SOURCE,FEMALE,29,,,Baltimore,MD,21229-4410,NULL,NULL,NULL,NULL
7435182,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ,HARD COPY,FEMALE,30,,,Mitchellville,MD,20721-4035,NULL,NULL,NULL,NULL
7435257,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,EDU,Undergraduate Education,SPEDBS,BS in Special Education,HARD COPY,FEMALE,49,,,Catonsville,MD,21228-2049,EDU,Undergraduate Education,SPEDBS,BS in Special Education
7435870,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,28,,,Baltimore,MD,21231-1328,A&SU,Undergraduate Arts & Sciences,UAPRBS,BS in Urban Arts
7435928,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,MALE,27,,,Owings Mills,MD,21117-1722,NODEU,Undergrad Non-Degree,COOPU,Undergraduate COOP
7519255,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,MALE,42,,,Edgewood,MD,21040-3431,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7527808,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,MALE,51,,,Ellicott City,MD,21042-2763,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7529865,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,42,,,Baltimore,MD,21201-5127,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7532018,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ,HARD COPY,FEMALE,43,,,Randallstown,MD,21133-3835,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7532981,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,APPLBS,BS in Applied Psychology,HARD COPY,MALE,42,,,Essex,MD,21221,NULL,NULL,NULL,NULL
7532981,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,SOSCBS,BS in Social Science,HARD COPY,FEMALE,41,,,Baltimore,MD,21218-2930,PSU,Undergrad Professional Studies,SOSCBS,BS in Social Science
7533275,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,ENGLBS,BS in English,HARD COPY,FEMALE,29,,,Suitland,MD,20746-3350,A&SU,Undergraduate Arts & Sciences,ENGLBS,BS in English
7533275,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,39,,,Aberdeen,MD,21001,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7534601,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,MALE,32,,,Springdale,MD,20774-2563,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7534601,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,MALE,57,,,Baltimore,MD,21202-5621,SOWK,Social Work,SOWKBSW,Social Work
7535781,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,APPLBS,BS in Applied Psychology,HARD COPY,FEMALE,30,,,Mount Rainier,MD,20712-1721,PSU,Undergrad Professional Studies,APPLBS,BS in Applied Psychology
7535998,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,43,,,Baltimore,MD,21229-1823,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7538451,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education,HARD COPY,FEMALE,55,,,Owings Mills,MD,21117-3745,EDU,Undergraduate Education,ECEDBS,BS in Early Childhood Educ
7538632,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,MALE,62,,,Baltimore,MD,21216-4846,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7541103,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,FEMALE,30,,,Silver Spring,MD,20906-5768,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7542344,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,UAPRBS,BS in Urban Arts,HARD COPY,FEMALE,48,,,Baltimore,MD,21229-1116,NULL,NULL,NULL,NULL
7542548,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,MALE,28,,,Baltimore,MD,21206-5887,NULL,NULL,NULL,NULL
7543016,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,28,,,Baltimore,MD,21239-4092,NULL,NULL,NULL,NULL
7632855,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,MALE,58,,,Baltimore,MD,21215-7015,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7635687,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,30,,,Baltimore,MD,21239-3537,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7638508,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,BLANK APPLICATION SOURCE,FEMALE,29,,,Baltimore,MD,21207-7023,A&SU,Undergraduate Arts & Sciences,MATHBS,BS in Mathematics
7638904,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,MALE,61,,,Baltimore,MD,21216-4850,A&SU,Undergraduate Arts & Sciences,LLATBS,BS in Liberal Arts
7639262,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,29,,,District Heights,MD,20747-2931,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7639778,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,29,,,Baltimore,MD,21214-1610,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7643039,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,30,,,Washington,DC,20011-3504,SOWK,Social Work,SOWKBSW,Social Work
7646012,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,39,,,Baltimore,MD,21229-3355,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7646180,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education,HARD COPY,FEMALE,34,,,Owings Mills,MD,21117,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education
7649008,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,34,,,Baltimore,MD,21206-2904,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7649374,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science,HARD COPY,MALE,34,,,Baltimore,MD,21207-6107,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science
7649843,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,46,,,Baltimore,MD,21216-4826,NULL,NULL,NULL,NULL
7649921,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,38,,,Baltimore,MD,21216-3832,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7651342,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,40,,,Gwynn Oak,MD,21207-7519,AHLTH,Allied Health Sciences,HIMBS,Health Information Management
7651770,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,MATHBS,BS in Mathematics,ON LINE,MALE,27,,,Catonsville,MD,21228-3878,A&SU,Undergraduate Arts & Sciences,MATHBS,BS in Mathematics
7651839,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,29,,,Baltimore,MD,21215-1507,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7651930,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,FEMALE,34,,,Gwynn Oak,MD,21207-6279,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7651930,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,FEMALE,34,,,Severn,MD,21144-3108,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7651946,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,EDU,Undergraduate Education,ELEDBA,BA in Elementary Edcuation,HARD COPY,FEMALE,28,,,Baltimore,MD,21215-2252,A&SU,Undergraduate Arts & Sciences,ENGLBA,BA in English
7652582,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,HISTBS,BS in History,HARD COPY,MALE,47,,,Towson,MD,21286-8220,A&SU,Undergraduate Arts & Sciences,HISTBS,BS in History
