Date,GrossRevenue,NetRevenue,GrossProfit
2019-04-17,1160,976,586
2020-07-27,1000,808,485
2020-06-27,750,645,387
2020-11-21,500,444,266
2019-12-27,1000,848,509
2020-07-04,500,430,258
2019-01-04,1000,840,504
2020-07-21,750,675,405
2020-06-07,750,675,405
2019-01-20,1000,820,492
2019-08-27,1280,1100,660
2020-12-29,1250,1110,666
2020-02-04,500,424,254
2020-02-08,750,675,405
2019-03-02,180,144,86
2019-07-14,750,624,374
2020-03-13,750,660,396
2020-01-07,1250,1100,660
2020-04-02,750,645,387
2019-08-31,1000,832,499
2019-03-05,1000,880,528
2020-06-28,1000,888,533
2020-05-23,750,666,400
2020-05-02,1000,848,509
2020-01-18,1000,840,504
2020-02-03,1250,1100,660
2019-11-15,250,225,135
2020-09-26,750,675,405
2020-11-18,1000,888,533
2020-07-28,750,654,392
2019-11-13,1000,848,509
2019-09-22,750,615,369
2019-07-10,180,156,94
2019-08-08,1000,872,523
2019-09-04,1000,840,504
2020-09-13,191,157,94
2020-03-13,1000,848,509
2020-04-12,1250,1025,615
2020-11-29,250,210,126
2020-04-09,1000,820,492
2020-08-06,750,615,369
2020-02-04,750,660,396
2019-05-24,1000,872,523
2020-06-25,750,654,392
2019-08-11,750,624,374
2020-10-11,1000,880,528
2020-02-11,750,666,400
2020-06-15,1000,872,523
2019-10-30,382,328,197
2020-12-31,750,660,396
2020-02-12,750,654,392
2019-11-28,1000,900,540
2020-04-17,1250,1010,606
2020-05-26,1000,900,540
2020-03-11,750,666,400
2020-01-17,1000,848,509
2020-05-21,1000,832,499
2020-03-20,750,630,378
2020-07-11,1000,872,523
2019-06-10,750,666,400
2020-01-30,1160,976,586
2019-10-21,1000,808,485
2020-04-30,750,645,387
2020-04-07,500,444,266
2019-07-15,1000,848,509
2019-08-29,500,430,258
2020-06-02,1000,840,504
2019-06-30,750,675,405
2020-01-26,750,675,405
2019-10-15,1000,820,492
2019-08-10,1280,1100,660
2020-09-21,1250,1110,666
2020-03-29,500,424,254
2020-08-23,750,675,405
2019-09-05,180,144,86
2019-11-10,750,624,374
2020-04-02,750,660,396
2020-12-24,1250,1100,660
2020-04-29,750,645,387
2019-04-23,1000,832,499
2020-03-01,1000,880,528
2020-02-22,1000,888,533
2020-01-02,750,666,400
2020-05-13,1000,848,509
2020-10-08,1000,840,504
2020-04-13,1250,1100,660
2020-11-14,250,225,135
2020-02-11,750,675,405
2020-09-21,1000,888,533
2020-02-02,750,654,392
2019-09-15,1000,848,509
2019-09-21,750,615,369
2020-09-03,180,156,94
2019-09-19,1000,872,523
2019-10-04,1000,840,504
2019-11-10,191,157,94
2020-02-19,1000,848,509
2020-01-20,1250,1025,615
2020-05-05,250,210,126
2019-06-15,1000,820,492
2020-11-28,750,615,369
2020-03-08,750,660,396
2020-09-19,1000,872,523
2020-04-01,750,654,392
2019-01-08,750,624,374
2019-07-04,1000,880,528
2020-01-22,750,666,400
2019-06-10,1000,872,523
2020-04-28,382,328,197
2020-08-15,750,660,396
2019-06-06,750,654,392
2019-08-19,1000,900,540
2020-05-03,1250,1010,606
2020-01-10,1000,900,540
2020-02-13,750,666,400
2020-01-25,1000,848,509
2020-05-09,1000,832,499
2020-06-17,750,630,378
2019-06-25,1000,872,523
2020-04-10,750,666,400
2019-04-23,1160,976,586
2019-12-04,1000,808,485
2020-01-20,750,645,387
2019-07-07,500,444,266
2020-04-28,1000,848,509
2020-01-08,500,430,258
2020-02-05,1000,840,504
2019-09-25,750,675,405
2020-06-15,750,675,405
2019-09-04,1000,820,492
2020-10-01,1280,1100,660
2019-12-02,1250,1110,666
2020-02-02,500,424,254
2019-01-01,750,675,405
2019-04-20,180,144,86
2020-04-08,750,624,374
2020-01-16,750,660,396
2020-02-23,1250,1100,660
2020-06-22,750,645,387
2020-11-08,1000,832,499
2020-01-08,1000,880,528
2020-01-08,1000,888,533
2020-05-30,750,666,400
2020-05-08,1000,848,509
2020-04-27,1000,840,504
2019-11-10,1250,1100,660
2019-11-24,250,225,135
2019-08-15,750,675,405
2020-02-02,1000,888,533
2020-07-25,750,654,392
2020-08-26,1000,848,509
2019-12-10,750,615,369
2019-05-27,180,156,94
2020-01-23,1000,872,523
2019-10-04,1000,840,504
2020-09-02,191,157,94
2020-04-01,1000,848,509
2020-03-25,1250,1025,615
2020-07-30,250,210,126
2020-11-13,1000,820,492
2019-07-17,750,615,369
2020-02-14,750,660,396
2020-10-14,1000,872,523
2020-06-21,750,654,392
2020-11-12,750,624,374
2020-06-12,1000,880,528
2020-05-01,750,666,400
2020-02-20,1000,872,523
2020-11-22,382,328,197
2020-01-23,750,660,396
2020-01-29,750,654,392
2019-01-02,1000,900,540
2020-03-14,1250,1010,606
2020-02-04,1000,900,540
2019-07-18,750,666,400
2020-04-11,1000,848,509
2020-10-27,1000,832,499
2020-03-17,750,630,378
2020-11-20,1000,872,523
2019-09-10,750,666,400
2020-09-05,1160,976,586
2019-10-08,1000,808,485
2020-04-26,750,645,387
2019-09-13,500,444,266
2020-12-18,1000,848,509
2020-06-02,500,430,258
2019-08-04,1000,840,504
2020-08-24,750,675,405
2020-03-28,750,675,405
2020-09-13,1000,820,492
2019-05-25,1280,1100,660
2019-01-24,1250,1110,666
2020-03-04,500,424,254
2019-02-02,750,675,405
2019-11-29,180,144,86
2019-10-09,750,624,374
2020-02-01,750,660,396
2019-09-30,1250,1100,660
2020-03-30,750,645,387
2020-06-21,1000,832,499
2019-11-19,1000,880,528
2020-01-04,1000,888,533
2020-04-11,750,666,400
2020-03-19,1000,848,509
2020-10-21,1000,840,504
2020-09-13,1250,1100,660
2020-05-15,250,225,135
2020-04-23,750,675,405
2019-10-05,1000,888,533
2020-04-09,750,654,392
2019-12-20,1000,848,509
2019-02-03,750,615,369
2019-09-01,180,156,94
2020-07-08,1000,872,523
2020-12-08,1000,840,504
2019-10-15,191,157,94
2020-03-04,1000,848,509
2020-05-05,1250,1025,615
2020-08-18,250,210,126
2019-04-29,1000,820,492
2020-09-28,750,615,369
2020-06-29,750,660,396
2019-01-07,1000,872,523
2020-05-06,750,654,392
2019-05-21,750,624,374
2020-10-18,1000,880,528
2020-04-14,750,666,400
2019-06-21,1000,872,523
2019-06-01,382,328,197
2019-09-21,750,660,396
2019-12-27,750,654,392
2019-10-15,1000,900,540
2020-02-27,1250,1010,606
2020-04-20,1000,900,540
2020-02-23,750,666,400
2020-06-13,1000,848,509
2020-10-06,1000,832,499
2020-05-20,750,630,378
2019-04-18,1000,872,523
2019-12-13,750,666,400
2019-02-18,1160,976,586
2020-06-16,1000,808,485
2020-01-15,750,645,387
2020-03-05,500,444,266
2020-07-20,1000,848,509
2019-04-12,500,430,258
2019-10-16,1000,840,504
2019-12-16,750,675,405
2020-04-26,750,675,405
2019-09-12,1000,820,492
2019-01-17,1280,1100,660
2019-01-27,1250,1110,666
2020-05-25,500,424,254
2019-02-04,750,675,405
2020-12-19,180,144,86
2019-05-02,750,624,374
2020-01-03,750,660,396
2019-08-09,1250,1100,660
2020-01-14,750,645,387
2020-08-28,1000,832,499
2020-08-21,1000,880,528
2020-06-25,1000,888,533
2020-01-14,750,666,400
2020-01-30,1000,848,509
2020-08-13,1000,840,504
2019-06-01,1250,1100,660
2020-01-29,250,225,135
2019-09-20,750,675,405
2020-09-15,1000,888,533
2020-10-15,750,654,392
2019-02-06,1000,848,509
2020-01-12,750,615,369
2019-08-19,180,156,94
2019-07-03,1000,872,523
2019-05-14,1000,840,504
2019-10-21,191,170,102
2020-03-29,1000,848,509
2020-05-28,1250,1025,615
2020-01-20,250,210,126
2019-09-17,1000,820,492
2019-02-28,750,615,369
2020-04-26,750,660,396
2020-07-27,1000,872,523
2020-02-22,750,654,392
2019-11-07,750,624,374
2019-07-21,1000,880,528
2020-01-01,750,666,400
2019-12-12,1000,872,523
2019-03-17,382,328,197
2019-11-10,750,660,396
2020-01-12,750,654,392
2019-09-24,1000,900,540
2020-04-13,1250,1010,606
2020-02-05,1000,900,540
2019-06-02,750,666,400
2020-06-12,1000,848,509
2020-11-24,1000,832,499
2020-02-12,750,630,378
2019-11-09,1000,872,523
2020-03-15,750,666,400
2019-05-25,1160,976,586
2020-09-01,1000,808,485
2020-05-19,750,645,387
2019-08-24,500,444,266
2019-12-07,1000,848,509
2020-04-29,500,430,258
2020-04-14,1000,840,504
2019-12-18,750,675,405
2020-01-31,750,675,405
2019-11-14,1000,820,492
2019-10-16,1280,1100,660
2020-09-24,1250,1110,666
2020-04-04,500,424,254
2019-06-22,750,675,405
2019-01-07,180,144,86
2020-08-11,750,624,374
2020-03-04,750,660,396
2020-03-25,1250,1100,660
2020-01-27,750,645,387
2020-11-18,1000,832,499
2019-10-06,1000,880,528
2020-05-07,1000,888,533
2020-04-19,750,666,400
2020-05-05,1000,848,509
2019-11-21,1000,840,504
2020-02-06,1250,1100,660
2020-07-07,250,225,135
2019-11-22,750,675,405
2020-12-15,1000,888,533
2020-02-03,750,654,392
2019-06-03,1000,848,509
2019-05-11,750,615,369
2019-04-19,180,156,94
2020-10-10,1000,872,523
2019-06-01,1000,840,504
2019-06-24,191,170,102
2020-06-23,1000,848,509
2020-01-29,1250,1025,615
2019-11-27,250,210,126
2019-05-19,1000,820,492
2019-03-30,750,615,369
2020-06-20,750,660,396
2019-03-14,1000,872,523
2020-01-23,750,654,392
2020-03-30,750,624,374
2020-07-24,1000,880,528
2020-04-22,750,666,400
2020-08-05,1000,872,523
2019-09-10,382,328,197
2020-06-15,750,660,396
2020-09-10,750,654,392
2020-12-03,1000,900,540
2020-06-05,1250,1010,606
2020-04-24,1000,900,540
2020-02-19,750,666,400
2020-03-15,1000,848,509
2020-01-01,1000,832,499
2020-04-25,750,630,378
2019-05-17,1000,872,523
2020-05-11,750,666,400
2020-03-01,1160,976,586
2020-08-02,1000,808,485
2020-02-13,750,645,387
2020-09-11,500,444,266
2020-10-13,1000,848,509
2019-02-28,500,430,258
2019-05-29,1000,840,504
2019-02-03,750,675,405
2020-03-01,750,675,405
2020-07-14,1000,820,492
2019-06-08,1280,1100,660
2019-03-15,1250,1110,666
2020-06-22,500,424,254
2019-11-06,750,675,405
2019-05-17,180,144,86
2019-04-26,750,624,374
2020-04-02,750,660,396
2020-06-27,1250,1100,660
2020-01-29,750,645,387
2019-11-26,1000,832,499
2020-08-17,1000,880,528
2020-06-05,1000,888,533
2020-01-06,750,666,400
2020-03-30,1000,848,509
2020-10-09,1000,840,504
2020-06-22,1250,1100,660
2019-01-16,250,225,135
2019-08-08,750,675,405
2020-10-01,1000,888,533
2019-08-24,750,654,392
2019-04-14,1000,848,509
2020-08-06,750,615,369
2020-12-09,180,156,94
2020-07-03,1000,872,523
2019-08-26,1000,840,504
2020-02-09,191,170,102
2020-01-27,1000,848,509
2020-05-06,1250,1025,615
2019-01-29,250,210,126
2020-10-07,1000,820,492
2020-10-21,750,615,369
2020-05-19,750,660,396
2020-06-15,1000,872,523
2020-02-13,750,654,392
2019-06-13,750,624,374
2019-02-14,1000,880,528
2020-04-25,750,666,400
2020-08-30,1000,872,523
2020-06-04,382,328,197
2020-11-13,750,660,396
2020-07-07,750,654,392
2020-10-05,1000,900,540
2020-03-19,1250,1010,606
2020-06-25,1000,900,540
2019-05-09,750,666,400
2020-06-14,1000,848,509
2019-01-07,1000,832,499
2020-05-05,750,630,378
2020-09-22,1000,872,523
2020-09-21,750,666,400
2020-12-26,1160,976,586
2019-04-03,1000,808,485
2020-05-10,750,645,387
2020-07-09,500,444,266
2019-08-16,1000,848,509
2019-05-21,500,430,258
2019-04-08,1000,840,504
2020-09-04,750,675,405
2019-03-30,750,675,405
2020-10-05,1000,820,492
2019-07-22,1280,1100,660
2019-09-27,1250,1110,666
2020-03-10,500,424,254
2020-02-21,750,675,405
2019-05-26,180,144,86
2019-09-12,750,624,374
2020-03-23,750,660,396
2019-08-04,1250,1100,660
2020-06-05,750,645,387
2020-09-10,1000,832,499
2020-07-13,1000,880,528
2020-01-24,1000,888,533
2020-04-08,750,666,400
2020-05-24,1000,848,509
2020-08-17,1000,840,504
2020-05-16,1250,1100,660
2020-09-21,250,225,135
2019-05-31,750,675,405
2020-03-05,1000,888,533
2019-07-01,750,654,392
2020-08-17,1000,848,509
2019-06-10,750,615,369
2019-12-05,180,156,94
2019-03-22,1000,872,523
2019-10-02,1000,840,504
2019-10-20,191,170,102
2020-05-20,1000,848,509
2020-04-22,1250,1025,615
2020-12-20,250,210,126
2019-06-14,1000,820,492
2020-03-10,750,666,400
2020-04-02,750,660,396
2019-11-14,1000,872,523
2020-04-13,750,654,392
2020-09-13,750,624,374
2020-08-25,1000,880,528
2020-02-24,750,666,400
2020-04-08,1000,872,523
2019-01-02,382,328,197
2020-06-08,750,660,396
2020-12-04,750,654,392
2020-08-27,1000,900,540
2020-05-30,1250,1010,606
2020-04-04,1000,900,540
2019-04-30,750,666,400
2020-06-05,1000,848,509
2020-12-19,1000,832,499
2020-01-15,750,630,378
2020-02-15,1000,872,523
2020-09-07,750,666,400
2020-05-12,1160,976,586
2019-02-03,1000,808,485
2020-03-23,750,645,387
2019-06-20,500,444,266
2019-08-29,1000,848,509
2020-09-30,500,430,258
2020-11-17,1000,840,504
2020-05-15,750,675,405
2019-07-06,750,675,405
2019-10-20,1000,820,492
2020-01-13,1280,1100,660
2020-12-19,1250,1110,666
2020-01-31,500,424,254
2020-04-19,750,675,405
2019-11-06,180,144,86
2019-12-28,750,624,374
2020-04-13,750,660,396
2020-03-16,1250,1100,660
2020-06-11,750,645,387
2020-10-12,1000,832,499
2020-08-18,1000,880,528
2020-03-21,1000,888,533
2020-05-10,750,666,400
2020-01-17,1000,848,509
2020-04-02,1000,840,504
2020-12-05,1250,1100,660
2019-10-05,250,225,135
2020-04-04,750,675,405
2020-06-13,1000,888,533
2019-07-05,750,654,392
2019-02-21,1000,848,509
2020-09-13,750,615,369
2019-08-12,180,156,94
2019-04-25,1000,872,523
2020-07-24,1000,840,504
2020-05-08,191,170,102
2020-06-08,1000,848,509
2020-04-24,1250,1025,615
2020-06-01,250,210,126
2020-12-08,1000,820,492
2020-10-18,750,666,400
2020-03-20,750,660,396
2019-03-11,1000,872,523
2020-01-16,750,654,392
2019-08-29,750,624,374
2019-10-11,1000,880,528
2020-02-17,750,666,400
2019-03-22,1000,872,523
2019-05-30,382,328,197
2019-09-13,750,660,396
2019-04-08,750,654,392
2019-12-18,1000,900,540
2020-04-07,1250,1010,606
2020-03-14,1000,900,540
2020-03-29,750,666,400
2020-03-04,1000,848,509
2020-09-15,1000,832,499
2020-04-11,750,630,378
2020-12-07,1000,872,523
2020-06-17,750,666,400
2020-06-23,1160,976,586
2019-07-26,1000,808,485
2020-02-10,750,645,387
2020-01-28,500,444,266
2020-09-13,1000,848,509
2020-11-26,500,430,258
2020-01-19,1000,840,504
2019-02-01,750,675,405
2020-04-02,750,675,405
2019-08-16,1000,820,492
2019-11-12,1280,1100,660
2019-07-06,1250,1110,666
2020-01-27,500,424,254
2020-03-27,750,675,405
2020-05-17,180,144,86
2020-02-24,750,624,374
2020-06-26,750,660,396
2019-02-18,1250,1100,660
2020-03-22,750,645,387
2020-09-05,1000,832,499
2020-01-05,1000,880,528
2020-03-27,1000,888,533
2020-06-16,750,666,400
2020-03-24,1000,848,509
2020-12-27,1000,840,504
2020-04-11,1250,1100,660
2019-07-07,250,225,135
2019-08-12,750,675,405
2020-07-25,1000,888,533
2019-03-13,750,654,392
2019-01-01,1000,848,509
2019-11-09,750,615,369
2020-01-06,180,156,94
2020-03-15,1000,872,523
2020-05-20,1000,840,504
2019-06-12,191,170,102
2020-02-02,1000,848,509
2020-01-08,1250,1025,615
2020-09-20,250,210,126
2020-03-05,1000,820,492
2020-11-10,750,666,400
2020-01-17,750,660,396
2020-07-19,1000,872,523
2020-01-23,750,654,392
2020-03-17,750,624,374
2020-08-28,1000,880,528
2020-04-02,750,666,400
2019-07-20,1000,872,523
2019-01-12,382,328,197
2020-03-01,750,660,396
2020-01-06,750,654,392
2020-08-21,1000,900,540
2020-06-10,1250,1010,606
2020-03-24,1000,900,540
2020-08-25,750,666,400
2020-05-16,1000,848,509
2020-04-26,1000,832,499
2020-02-18,750,630,378
2020-01-14,1000,872,523
2019-07-03,750,666,400
2019-08-03,1160,976,586
2019-12-12,1000,808,485
2020-02-21,750,645,387
2019-05-26,500,444,266
2020-11-27,1000,848,509
2019-07-16,500,430,258
2020-07-09,1000,840,504
2019-12-22,750,675,405
2019-02-01,750,675,405
2020-05-15,1000,820,492
2019-08-13,1280,1100,660
2020-11-22,1250,1110,666
2020-05-12,500,424,254
2019-11-09,750,675,405
2019-12-08,180,144,86
2020-03-16,750,624,374
2020-05-23,750,660,396
2019-03-17,1250,1100,660
2020-01-30,750,645,387
2019-01-25,1000,832,499
2019-09-09,1000,880,528
2020-01-17,1000,888,533
2020-04-11,750,666,400
2020-01-06,1000,848,509
2019-11-24,1000,840,504
2020-12-21,1250,1100,660
2019-08-26,250,225,135
2020-07-24,750,675,405
2020-12-03,1000,888,533
2020-06-04,750,654,392
2019-06-30,1000,848,509
2020-02-10,750,615,369
2019-11-18,180,156,94
2019-03-19,1000,872,523
2019-06-10,1000,840,504
2019-03-24,191,170,102
2020-06-17,1000,848,509
2020-04-15,1250,1025,615
2020-11-28,250,210,126
2019-07-31,1000,820,492
2020-01-25,750,666,400
2020-05-19,750,660,396
2020-09-29,1000,872,523
2020-02-17,750,654,392
2019-10-20,750,624,374
2019-06-22,1000,880,528
2020-06-19,750,666,400
2020-05-24,1000,872,523
2019-10-16,382,328,197
2020-01-07,750,660,396
2020-11-12,750,654,392
2020-05-19,1000,900,540
2020-05-14,1250,1010,606
2020-01-12,1000,900,540
2019-06-15,750,666,400
2020-02-08,1000,848,509
2019-01-21,1000,832,499
2020-06-27,750,630,378
2019-11-28,1000,872,523
2020-10-18,750,666,400
2019-02-03,1160,976,586
2020-06-06,1000,808,485
2020-01-29,750,645,387
2019-11-11,500,444,266
2019-04-23,1000,848,509
2019-09-28,500,430,258
2019-07-05,1000,840,504
2019-11-10,750,675,405
2019-03-17,750,675,405
2020-04-25,1000,820,492
2019-04-24,1280,1100,660
2019-06-05,1250,1110,666
2020-02-16,500,424,254
2019-10-30,750,675,405
2019-05-19,180,144,86
2019-02-01,750,624,374
2020-01-01,750,660,396
2019-02-19,1250,1100,660
2020-01-24,750,645,387
2019-06-04,1000,832,499
2019-11-22,1000,880,528
2020-06-25,1000,888,533
2020-01-24,750,666,400
2020-05-01,1000,848,509
2019-05-02,1000,840,504
2020-09-17,1250,1100,660
2020-01-20,250,225,135
2020-07-18,750,675,405
2020-03-04,1000,888,533
2020-08-28,750,654,392
2019-08-16,1000,848,509
2020-02-09,750,615,369
2019-08-08,180,156,94
2019-12-13,1000,872,523
2019-03-23,1000,840,504
2020-05-31,191,170,102
2020-03-15,1000,848,509
2020-01-02,1250,1025,615
2019-09-16,250,210,126
2020-02-26,1000,820,492
2019-01-23,750,666,400
2020-06-11,750,660,396
2019-06-04,1000,872,523
2020-01-24,750,654,392
2019-08-25,750,624,374
2019-10-22,1000,880,528
2020-03-04,750,666,400
2020-04-11,1000,872,523
2020-03-28,382,328,197
2019-08-03,750,660,396
2020-04-10,750,654,392
2020-01-19,1000,900,540
2020-04-22,1250,1010,606
2020-01-18,1000,900,540
2020-05-27,750,666,400
2020-01-25,1000,848,509
2020-03-02,1000,832,499
2020-01-02,750,630,378
2019-02-09,1000,872,523
2020-10-10,750,666,400
2020-01-01,1160,976,586
2019-01-26,1000,808,485
2020-04-03,750,645,387
2020-09-21,500,444,266
2020-03-04,1000,848,509
2020-09-28,500,430,258
2020-11-23,1000,840,504
2019-08-27,750,675,405
2020-06-19,750,675,405
2019-03-15,1000,820,492
2020-12-13,1280,1100,660
2020-02-01,1250,1110,666
2020-06-18,500,424,254
2020-07-14,750,675,405
2019-10-30,180,144,86
2019-03-13,750,624,374
2020-06-17,750,660,396
2020-11-29,1250,1100,660
2020-05-23,750,645,387
2020-06-02,1000,832,499
2020-09-21,1000,880,528
2020-03-20,1000,888,533
2020-02-22,750,666,400
2020-03-03,1000,848,509
2019-08-22,1000,840,504
2019-10-29,1250,1100,660
2019-08-06,250,225,135
2019-07-19,750,675,405
2019-05-21,1000,888,533
2020-05-05,750,654,392
2020-09-09,1000,848,509
2020-03-08,750,615,369
2020-07-08,180,156,94
2020-07-15,1000,872,523
2020-02-07,1000,840,504
2020-03-14,191,170,102
2019-07-25,1000,848,509
2020-06-25,1250,1025,615
2020-03-05,250,210,126
2020-11-29,1000,820,492
2020-08-21,750,666,400
2020-01-20,750,660,396
2020-03-08,1000,872,523
2020-02-02,750,654,392
2020-03-27,750,624,374
2019-12-12,1000,880,528
2019-05-18,750,666,400
2020-05-14,1000,872,523
2020-10-08,382,328,197
2019-11-03,750,660,396
2019-04-15,750,654,392
2020-04-05,1000,900,540
2020-05-29,1250,1010,606
2020-06-20,1000,900,540
2019-10-29,750,666,400
2020-01-07,1000,848,509
2019-11-15,1000,832,499
2020-03-11,750,630,378
2020-12-29,1000,872,523
2020-02-22,750,666,400
2019-11-16,1160,976,586
2020-02-09,1000,808,485
2020-01-19,750,645,387
2020-07-11,500,444,266
2019-03-03,1000,848,509
2019-09-12,500,430,258
2020-07-26,1000,840,504
2020-02-14,750,675,405
2019-08-22,750,675,405
2019-05-01,1000,820,492
2020-12-16,1280,1100,660
2020-06-19,1250,1110,666
2020-05-24,500,424,254
2019-12-04,750,675,405
2020-10-26,180,144,86
2019-08-21,750,624,374
2020-01-15,750,660,396
2020-03-28,1250,1100,660
2020-05-07,750,645,387
2019-11-08,1000,832,499
2020-06-04,1000,880,528
2020-01-25,1000,888,533
2020-03-28,750,666,400
2020-06-06,1000,848,509
2020-06-15,1000,840,504
2020-06-21,1250,1100,660
2020-02-20,250,225,135
2020-07-02,750,675,405
2019-01-30,1000,888,533
2020-08-19,750,654,392
2019-02-24,1000,848,509
2020-05-11,750,615,369
2020-08-21,180,156,94
2020-02-23,1000,872,523
2019-07-30,1000,840,504
2020-09-29,191,170,102
2019-11-04,1000,848,509
2020-01-06,1250,1025,615
2020-12-11,250,210,126
2019-03-01,1000,820,492
2020-07-14,750,666,400
2020-02-03,750,660,396
2019-06-18,1000,872,523
2020-03-05,750,654,392
2019-05-27,750,624,374
2020-05-14,1000,880,528
2020-06-11,750,666,400
2020-11-22,1000,872,523
2019-12-18,382,328,197
2020-11-07,750,660,396
2020-05-01,750,654,392
2019-08-06,1000,900,540
2020-08-19,1250,1010,606
2020-05-24,1000,900,540
2019-09-04,750,666,400
2020-03-14,1000,848,509
2019-03-20,1000,832,499
2020-06-22,750,630,378
2019-11-18,1000,872,523
2019-02-23,750,666,400
2020-08-14,1160,976,586
2019-03-08,1000,808,485
2020-03-03,750,645,387
2020-01-10,500,444,266
2019-07-17,1000,848,509
2019-09-24,500,430,258
2020-09-11,1000,840,504
2019-03-29,750,675,405
2020-02-25,750,675,405
2019-01-07,1000,820,492
2019-07-20,1280,1100,660
2019-10-19,1250,1110,666
2020-05-24,500,424,254
2020-12-11,750,675,405
2020-08-05,180,144,86
2019-03-28,750,624,374
2020-06-29,750,660,396
2019-09-10,1250,1100,660
2020-04-06,750,645,387
2019-07-12,1000,832,499
2019-01-26,1000,880,528
2020-01-19,1000,888,533
2020-04-13,750,666,400
2020-03-24,1000,848,509
2020-11-28,1000,840,504
2020-05-01,1250,1100,660
2019-05-16,250,225,135
2020-02-23,750,675,405
2019-08-15,1000,888,533
2020-06-21,750,654,392
2020-07-19,1000,848,509
2019-09-29,750,615,369
2020-03-24,180,156,94
2020-06-20,1000,872,523
2020-10-05,1000,840,504
2019-03-23,191,170,102
2020-08-17,1000,848,509
2020-01-23,1250,1025,615
2019-06-29,250,210,126
2020-12-10,1000,820,492
2020-04-28,750,666,400
2020-01-10,750,660,396
2019-03-21,1000,872,523
2020-03-30,750,654,392
