Fiscal Year,Fiscal Quarter,Fiscal Month,Country,Region,Customer Segment,Channel,Product,ProductCategory,Gross Sales,Budget,Forecast,Discount,Net Sales,COGS,Gross Profit,Half Yearly,VTB ($),VTB (%),link,description,Dates
FY20,Q4,12,Australia,Asia Pacific,Loyalty,Online,Gray with white sole shoes,Running Shoes,0,90,0,0,0,0,0,H2 Forecast,-3,-1,NULL,NULL,00:00.0
FY20,Q2,5,Japan,Asia Pacific,Loyalty,Online,Black with red sole shoes,Running Shoes,1440,3090,1590,0,0,0,0,H1 Actual,-55,0,NULL,NULL,00:00.0
FY20,Q3,7,USA,North & Central America,Non-Loyalty,Television,Cheese circle,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,8,Brazil,South America,Loyalty,Television,Blue Surf Board,Surf Board,29040,0,13650,0,0,0,0,H2 Forecast,968,0,NULL,NULL,00:00.0
FY20,Q4,11,Spain,Europe,Non-Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,2,Germany,Europe,Loyalty,Online,Black Shoes,Running Shoes,0,0,0,30,480,300,210,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Korea,Asia Pacific,Non-Loyalty,Television,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,4,Germany,Europe,Loyalty,Wholesale,Black with red sole shoes,Running Shoes,150,0,180,0,0,0,0,H1 Actual,5,0,NULL,NULL,00:00.0
FY20,Q1,3,Spain,Europe,Loyalty,Online,Black Shoes,Running Shoes,0,0,0,30,540,330,210,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q3,7,Italy,Europe,Non-Loyalty,Retail Store,Orange SurfBoard,Surf Board,960,-120,1020,510,10320,7230,3090,H2 Forecast,36,-9,NULL,NULL,00:00.0
FY20,Q4,11,Turkey,Europe,Non-Loyalty,Online,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,India,Asia Pacific,Non-Loyalty,Online,Black Shoes,Running Shoes,0,3180,0,0,0,0,0,H2 Forecast,-106,-1,NULL,NULL,00:00.0
FY20,Q1,3,Australia,Asia Pacific,Loyalty,Television,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,3,India,Asia Pacific,Loyalty,Television,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,3,India,Asia Pacific,Loyalty,Online,Yellow mature Dutch cheese,Cheese,55830,17100,27180,0,0,0,0,H1 Actual,1291,2,NULL,NULL,00:00.0
FY20,Q2,6,UK,Europe,Loyalty,Wholesale,White Shoes,Running Shoes,0,0,0,0,120,60,60,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,5,USA,North & Central America,Loyalty,Online,Unbreakable wineglass,Cocktail Glasses,6570,15600,7290,0,0,0,0,H1 Actual,-301,0,NULL,NULL,00:00.0
FY20,Q4,12,Australia,Asia Pacific,Loyalty,Retail Store,Yellow mature Dutch cheese,Cheese,0,8910,0,0,0,0,0,H2 Forecast,-297,-1,NULL,NULL,00:00.0
FY20,Q4,10,Italy,Europe,Non-Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,7,Germany,Europe,Loyalty,Retail Store,Cheese circle,Cheese,0,0,0,-60,-930,-570,-390,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Canada,North & Central America,Non-Loyalty,Retail Store,Brown SurfBoard,Surf Board,-1590,4620,-1710,0,0,0,0,H2 Forecast,-207,-1,NULL,NULL,00:00.0
FY20,Q4,12,Italy,Europe,Loyalty,Online,Orange SurfBoard,Surf Board,8730,37650,8790,0,0,0,0,H2 Forecast,-964,0,NULL,NULL,00:00.0
FY20,Q4,12,Brazil,South America,Loyalty,Online,Yellow mature Dutch cheese,Cheese,34830,114780,38610,1320,33510,23460,10050,H2 Forecast,-2665,0,NULL,NULL,00:00.0
FY20,Q4,10,USA,North & Central America,Non-Loyalty,Wholesale,Brown SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,4,Japan,Asia Pacific,Loyalty,Television,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Mexico,North & Central America,Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,1770,42630,25560,17040,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Korea,Asia Pacific,Loyalty,Online,Yellow mature Dutch cheese,Cheese,12960,13680,14700,0,0,0,0,H2 Forecast,-24,0,NULL,NULL,00:00.0
FY20,Q4,11,UK,Europe,Non-Loyalty,Retail Store,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,4,Australia,Asia Pacific,Non-Loyalty,Wholesale,Black with red sole shoes,Running Shoes,0,0,0,60,1500,750,750,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,3,Korea,Asia Pacific,Loyalty,Online,Blue Stripped SurfBoard,Surf Board,7860,0,1380,270,7590,4560,3030,H1 Actual,262,0,NULL,NULL,00:00.0
FY20,Q2,5,Spain,Europe,Loyalty,Retail Store,Yellow mature Dutch cheese,Cheese,81300,42750,88770,180,4950,3960,990,H1 Actual,1286,0,NULL,NULL,00:00.0
FY20,Q4,10,Germany,Europe,Loyalty,Wholesale,Orange SurfBoard,Surf Board,27990,390,28440,-90,-2040,-810,-1230,H2 Forecast,920,70,NULL,NULL,00:00.0
FY20,Q3,9,Spain,Europe,Non-Loyalty,Television,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,UK,Europe,Non-Loyalty,Retail Store,Black Shoes,Running Shoes,35160,0,39000,930,17460,10470,6990,H2 Forecast,1172,0,NULL,NULL,00:00.0
FY20,Q2,4,UK,Europe,Non-Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,3,Italy,Europe,Non-Loyalty,Wholesale,Blue Surf Board,Surf Board,2430,5970,810,0,0,0,0,H1 Actual,-118,0,NULL,NULL,00:00.0
FY20,Q4,12,Turkey,Europe,Loyalty,Retail Store,Pink Shoes,Running Shoes,0,1140,0,0,0,0,0,H2 Forecast,-38,-1,NULL,NULL,00:00.0
FY20,Q1,2,Italy,Europe,Loyalty,Retail Store,White Shoes,Running Shoes,16800,17010,17640,510,9570,4800,4800,H1 Actual,-7,0,NULL,NULL,00:00.0
FY20,Q4,10,France,Europe,Non-Loyalty,Wholesale,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,9,UK,Europe,Loyalty,Television,Cheese chunk,Cheese,150,150,150,30,750,510,210,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Australia,Asia Pacific,Loyalty,Wholesale,Brown Shoes,Running Shoes,0,0,0,60,1680,840,840,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,China,Asia Pacific,Non-Loyalty,Wholesale,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Turkey,Europe,Non-Loyalty,Wholesale,Orange SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,4,China,Asia Pacific,Loyalty,Wholesale,White Shoes,Running Shoes,2850,3660,2910,30,810,570,240,H1 Actual,-27,0,NULL,NULL,00:00.0
FY20,Q3,7,Canada,North & Central America,Loyalty,Retail Store,Orange SurfBoard,Surf Board,8220,8220,8550,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,France,Europe,Loyalty,Online,Yellow mature Dutch cheese,Cheese,3300,44460,3330,0,0,0,0,H2 Forecast,-1372,0,NULL,NULL,00:00.0
FY20,Q1,2,Italy,Europe,Loyalty,Retail Store,Black with red sole shoes,Running Shoes,0,60,0,0,0,0,0,H1 Actual,-2,-1,NULL,NULL,00:00.0
FY20,Q1,2,Mexico,North & Central America,Loyalty,Retail Store,French cheese,Cheese,180,0,210,0,0,0,0,H1 Actual,6,0,NULL,NULL,00:00.0
FY20,Q4,11,Germany,Europe,Loyalty,Online,Wood and Cork Coaster,Coaster,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,2,Italy,Europe,Loyalty,Online,White Shoes,Running Shoes,0,-2130,0,30,450,270,180,H1 Actual,71,-1,NULL,NULL,00:00.0
FY20,Q2,4,Brazil,South America,Non-Loyalty,Online,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,UK,Europe,Loyalty,Television,Black corkscrew,Corkscrew,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Canada,North & Central America,Loyalty,Online,Gray with white sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Japan,Asia Pacific,Loyalty,Television,Orange SurfBoard,Surf Board,0,0,0,90,1560,930,630,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,7,Turkey,Europe,Loyalty,Online,Unbreakable wineglass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,7,Germany,Europe,Loyalty,Wholesale,Orange SurfBoard,Surf Board,60,240,60,2130,55140,33090,22050,H2 Forecast,-6,0,NULL,NULL,00:00.0
FY20,Q3,7,Brazil,South America,Loyalty,Retail Store,Blue Surf Board,Surf Board,10260,9720,11550,1110,22620,13560,9060,H2 Forecast,18,0,NULL,NULL,00:00.0
FY20,Q4,12,UK,Europe,Non-Loyalty,Retail Store,Gray with white sole shoes,Running Shoes,0,0,0,1200,25980,18180,7800,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,9,Korea,Asia Pacific,Loyalty,Wholesale,Pink Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,India,Asia Pacific,Loyalty,Television,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,9,Italy,Europe,Loyalty,Online,Gray with white sole shoes,Running Shoes,0,420,0,0,0,0,0,H2 Forecast,-14,-1,NULL,NULL,00:00.0
FY20,Q4,12,Australia,Asia Pacific,Loyalty,Wholesale,Black with red sole shoes,Running Shoes,3480,3120,4020,0,0,0,0,H2 Forecast,12,0,NULL,NULL,00:00.0
FY20,Q2,5,Canada,North & Central America,Loyalty,Retail Store,Cheese circle,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,3,Brazil,South America,Non-Loyalty,Online,Blue Surf Board,Surf Board,25200,0,5280,0,0,0,0,H1 Actual,840,0,NULL,NULL,00:00.0
FY20,Q4,11,Spain,Europe,Non-Loyalty,Television,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,1,Indonesia,Asia Pacific,Loyalty,Retail Store,Brown SurfBoard,Surf Board,0,0,0,0,90,60,30,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Korea,Asia Pacific,Non-Loyalty,Television,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Japan,Asia Pacific,Loyalty,Wholesale,Black with red sole shoes,Running Shoes,1530,0,1710,0,0,0,0,H2 Forecast,51,0,NULL,NULL,00:00.0
FY20,Q1,1,Italy,Europe,Loyalty,Television,Brown Shoes,Running Shoes,0,0,0,30,390,210,210,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,USA,North & Central America,Loyalty,Wholesale,Orange SurfBoard,Surf Board,65220,3630,71220,4770,90900,54540,36360,H2 Forecast,2053,16,NULL,NULL,00:00.0
FY20,Q4,11,Spain,Europe,Loyalty,Wholesale,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,8,Italy,Europe,Non-Loyalty,Online,Black Shoes,Running Shoes,0,960,0,0,0,0,0,H2 Forecast,-32,-1,NULL,NULL,00:00.0
FY20,Q1,1,Australia,Asia Pacific,Non-Loyalty,Wholesale,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q3,9,India,Asia Pacific,Non-Loyalty,Retail Store,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,3,Japan,Asia Pacific,Loyalty,Wholesale,Yellow mature Dutch cheese,Cheese,1123020,294900,311310,0,0,0,0,H1 Actual,27605,2,NULL,NULL,00:00.0
FY20,Q2,4,Australia,Asia Pacific,Non-Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,0,120,60,60,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,4,USA,North & Central America,Non-Loyalty,Online,Unbreakable wineglass,Cocktail Glasses,3720,2520,3960,0,0,0,0,H1 Actual,40,0,NULL,NULL,00:00.0
FY20,Q4,11,Turkey,Europe,Loyalty,Wholesale,Yellow mature Dutch cheese,Cheese,0,104280,0,0,0,0,0,H2 Forecast,-3476,-1,NULL,NULL,00:00.0
FY20,Q4,10,Turkey,Europe,Non-Loyalty,Television,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,8,Indonesia,Asia Pacific,Non-Loyalty,Retail Store,Cheese circle,Cheese,0,0,0,390,7560,3030,4530,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,2,Italy,Europe,Loyalty,Wholesale,Brown SurfBoard,Surf Board,4110,30,4350,0,0,0,0,H1 Actual,136,136,NULL,NULL,00:00.0
FY20,Q4,11,USA,North & Central America,Loyalty,Online,Orange SurfBoard,Surf Board,9450,20130,11040,0,0,0,0,H2 Forecast,-356,0,NULL,NULL,00:00.0
FY20,Q1,1,USA,North & Central America,Loyalty,Retail Store,Yellow mature Dutch cheese,Cheese,3720,3000,4110,120,3210,1590,1590,H1 Actual,24,0,NULL,NULL,00:00.0
FY20,Q4,10,Mexico,North & Central America,Non-Loyalty,Wholesale,Brown SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,7,Japan,Asia Pacific,Loyalty,Online,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,USA,North & Central America,Non-Loyalty,Television,White Shoes,Running Shoes,0,0,0,2280,53460,32070,21390,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Germany,Europe,Non-Loyalty,Retail Store,Yellow mature Dutch cheese,Cheese,130260,78240,146610,0,0,0,0,H2 Forecast,1734,0,NULL,NULL,00:00.0
FY20,Q4,11,UK,Europe,Non-Loyalty,Retail Store,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,2,Australia,Asia Pacific,Non-Loyalty,Retail Store,Black Shoes,Running Shoes,0,0,0,60,1680,660,990,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,3,Australia,Asia Pacific,Loyalty,Online,Blue Stripped SurfBoard,Surf Board,2280,0,960,120,2880,1170,1740,H1 Actual,76,0,NULL,NULL,00:00.0
FY20,Q2,6,Italy,Europe,Non-Loyalty,Television,Yellow mature Dutch cheese,Cheese,879060,817530,974700,330,10170,6090,4080,H1 Actual,2051,0,NULL,NULL,00:00.0
FY20,Q4,12,Italy,Europe,Non-Loyalty,Wholesale,Orange SurfBoard,Surf Board,125310,1020,129480,14640,403230,282270,120960,H2 Forecast,4143,121,NULL,NULL,00:00.0
FY20,Q3,8,Turkey,Europe,Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,France,Europe,Loyalty,Retail Store,Black Shoes,Running Shoes,7440,0,8760,540,10680,7470,3210,H2 Forecast,248,0,NULL,NULL,00:00.0
FY20,Q2,6,UK,Europe,Non-Loyalty,Online,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Germany,Europe,Non-Loyalty,Retail Store,Blue Surf Board,Surf Board,720,930,750,0,0,0,0,H2 Forecast,-7,0,NULL,NULL,00:00.0
FY20,Q1,2,Korea,Asia Pacific,Loyalty,Wholesale,Blue Surf Board,Surf Board,1560,21810,1770,0,0,0,0,H1 Actual,-675,0,NULL,NULL,00:00.0
FY20,Q3,9,Germany,Europe,Loyalty,Retail Store,White Shoes,Running Shoes,2070,5160,2190,720,21480,15030,6450,H2 Forecast,-103,0,NULL,NULL,00:00.0
FY20,Q4,10,UK,Europe,Loyalty,Retail Store,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,France,Europe,Non-Loyalty,Retail Store,Black with red sole shoes,Running Shoes,60,60,60,30,570,330,240,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Spain,Europe,Non-Loyalty,Television,Black with red sole shoes,Running Shoes,0,0,0,60,1590,960,630,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Indonesia,Asia Pacific,Non-Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Turkey,Europe,Non-Loyalty,Television,Orange SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Germany,Europe,Non-Loyalty,Retail Store,Red Surfboard,Surf Board,13620,18570,14430,30,480,240,240,H2 Forecast,-165,0,NULL,NULL,00:00.0
FY20,Q1,1,Australia,Asia Pacific,Loyalty,Online,Orange SurfBoard,Surf Board,450,450,480,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,France,Europe,Non-Loyalty,Online,Yellow mature Dutch cheese,Cheese,93840,150660,107190,0,0,0,0,H2 Forecast,-1894,0,NULL,NULL,00:00.0
FY20,Q4,10,Canada,North & Central America,Non-Loyalty,Retail Store,Black with red sole shoes,Running Shoes,0,60,0,0,0,0,0,H2 Forecast,-2,-1,NULL,NULL,00:00.0
FY20,Q3,7,Mexico,North & Central America,Loyalty,Retail Store,French cheese,Cheese,3450,0,3930,0,0,0,0,H2 Forecast,115,0,NULL,NULL,00:00.0
FY20,Q4,12,Germany,Europe,Loyalty,Wholesale,Orange SurfBoard,Surf Board,270,22320,300,30,780,450,300,H2 Forecast,-735,0,NULL,NULL,00:00.0
FY20,Q4,12,Italy,Europe,Loyalty,Retail Store,White Shoes,Running Shoes,0,-162150,0,300,7110,4260,2850,H2 Forecast,5405,-1,NULL,NULL,00:00.0
FY20,Q2,6,Brazil,South America,Non-Loyalty,Retail Store,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,France,Europe,Loyalty,Television,Black corkscrew,Corkscrew,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Canada,North & Central America,Loyalty,Online,Gray with white sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Turkey,Europe,Loyalty,Television,Orange SurfBoard,Surf Board,0,0,0,480,10890,6540,4350,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Turkey,Europe,Loyalty,Television,Unbreakable wineglass,Cocktail Glasses,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,6,UK,Europe,Non-Loyalty,Television,Orange SurfBoard,Surf Board,990,810,1170,750,23760,11880,11880,H1 Actual,6,0,NULL,NULL,00:00.0
FY20,Q4,12,Canada,North & Central America,Loyalty,Online,Blue Surf Board,Surf Board,9690,20820,11400,60,2010,1200,810,H2 Forecast,-371,0,NULL,NULL,00:00.0
FY20,Q4,12,Italy,Europe,Non-Loyalty,Wholesale,Gray with white sole shoes,Running Shoes,0,0,0,5610,125160,62580,62580,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,8,Korea,Asia Pacific,Non-Loyalty,Retail Store,Pink Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,2,Switzerland,Europe,Loyalty,Wholesale,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,India,Asia Pacific,Loyalty,Online,Gray with white sole shoes,Running Shoes,0,48570,0,0,0,0,0,H2 Forecast,-1619,-1,NULL,NULL,00:00.0
FY20,Q1,1,UK,Europe,Loyalty,Online,Black with red sole shoes,Running Shoes,60,210,60,0,0,0,0,H1 Actual,-5,0,NULL,NULL,00:00.0
FY20,Q1,1,Mexico,North & Central America,Non-Loyalty,Television,Cheese circle,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,3,Mexico,North & Central America,Loyalty,Television,Blue Surf Board,Surf Board,390,0,180,0,0,0,0,H1 Actual,13,0,NULL,NULL,00:00.0
FY20,Q4,11,Spain,Europe,Non-Loyalty,Television,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,3,Canada,North & Central America,Loyalty,Online,French cheese,Cheese,0,0,0,0,90,60,30,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Korea,Asia Pacific,Loyalty,Television,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,8,Korea,Asia Pacific,Non-Loyalty,Wholesale,Black with red sole shoes,Running Shoes,720,0,270,0,0,0,0,H2 Forecast,24,0,NULL,NULL,00:00.0
FY20,Q4,10,Italy,Europe,Non-Loyalty,Retail Store,Gray with white sole shoes,Running Shoes,0,0,0,30,510,300,210,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Germany,Europe,Loyalty,Television,Blue Stripped SurfBoard,Surf Board,8250,8010,8460,360,9660,4830,4830,H2 Forecast,8,0,NULL,NULL,00:00.0
FY20,Q4,11,Germany,Europe,Loyalty,Television,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,6,Canada,North & Central America,Loyalty,Online,Black Shoes,Running Shoes,0,990,0,0,0,0,0,H1 Actual,-33,-1,NULL,NULL,00:00.0
FY20,Q2,4,Australia,Asia Pacific,Loyalty,Wholesale,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,4,India,Asia Pacific,Non-Loyalty,Online,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,5,USA,North & Central America,Loyalty,Online,Black with red sole shoes,Running Shoes,2070,600,2220,0,0,0,0,H1 Actual,49,2,NULL,NULL,00:00.0
FY20,Q4,11,Spain,Europe,Non-Loyalty,Retail Store,Gray with white sole shoes,Running Shoes,0,0,0,0,120,60,60,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,1,China,Asia Pacific,Loyalty,Online,Unbreakable wineglass,Cocktail Glasses,1410,3660,1620,0,0,0,0,H1 Actual,-75,0,NULL,NULL,00:00.0
FY20,Q1,3,Germany,Europe,Non-Loyalty,Wholesale,Yellow mature Dutch cheese,Cheese,0,5580,0,0,0,0,0,H1 Actual,-186,-1,NULL,NULL,00:00.0
FY20,Q4,10,Germany,Europe,Non-Loyalty,Television,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Mexico,North & Central America,Loyalty,Retail Store,Cheese circle,Cheese,0,0,0,390,8520,3420,5100,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,3,Canada,North & Central America,Non-Loyalty,Online,Brown SurfBoard,Surf Board,16290,750,4530,0,0,0,0,H1 Actual,518,20,NULL,NULL,00:00.0
FY20,Q2,6,China,Asia Pacific,Loyalty,Television,Orange SurfBoard,Surf Board,1950,1680,2280,0,0,0,0,H1 Actual,9,0,NULL,NULL,00:00.0
FY20,Q1,1,Japan,Asia Pacific,Loyalty,Wholesale,Yellow mature Dutch cheese,Cheese,60450,34800,68520,630,16440,9870,6570,H1 Actual,855,0,NULL,NULL,00:00.0
FY20,Q4,10,Mexico,North & Central America,Non-Loyalty,Online,Brown SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,8,China,Asia Pacific,Non-Loyalty,Wholesale,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,12,USA,North & Central America,Loyalty,Online,White Shoes,Running Shoes,0,0,0,1110,24690,12360,12360,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,2,Germany,Europe,Non-Loyalty,Wholesale,Pink Shoes,Running Shoes,750,210,840,90,1680,1020,690,H1 Actual,18,2,NULL,NULL,00:00.0
FY20,Q4,11,France,Europe,Loyalty,Television,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,8,UK,Europe,Loyalty,Television,Black Shoes,Running Shoes,0,0,0,60,870,690,180,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Germany,Europe,Loyalty,Online,Blue Stripped SurfBoard,Surf Board,17160,0,17430,2610,49590,29760,19830,H2 Forecast,572,0,NULL,NULL,00:00.0
FY20,Q4,10,Japan,Asia Pacific,Loyalty,Retail Store,Yellow mature Dutch cheese,Cheese,728580,723840,758880,1110,31380,21960,9420,H2 Forecast,158,0,NULL,NULL,00:00.0
FY20,Q4,10,USA,North & Central America,Non-Loyalty,Retail Store,Orange SurfBoard,Surf Board,6840,1350,7470,150,3960,2370,1590,H2 Forecast,183,4,NULL,NULL,00:00.0
FY20,Q2,6,Switzerland,Europe,Loyalty,Television,White Shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Italy,Europe,Loyalty,Retail Store,Black Shoes,Running Shoes,-6570,0,-7410,450,12420,4980,7440,H2 Forecast,-219,0,NULL,NULL,00:00.0
FY20,Q1,3,UK,Europe,Non-Loyalty,Television,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,6,UK,Europe,Loyalty,Retail Store,Blue Surf Board,Surf Board,9690,9450,11160,0,0,0,0,H1 Actual,8,0,NULL,NULL,00:00.0
FY20,Q4,11,Japan,Asia Pacific,Loyalty,Online,Blue Surf Board,Surf Board,1110,6600,1320,0,0,0,0,H2 Forecast,-183,0,NULL,NULL,00:00.0
