Region,Country,ProductCategory,Campaign_ID,Campaign_Name,Qualification,Qualification_Number,Response_Status,Responses,Cost,Revenue,ROI,Lead_Generation,Revenue_Target,Campaign_Tactic,Customer_Segment,Status,Profit,Marketing_Cost,CampaignID,Date
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,459,240,13148.48,17820,NA,249186,Boomer; GenX; GenY; GenZ,Social,Consideration,-1077.29,26.418,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,1083,240,13636.72,3960,NA,180931,Boomer; GenX; GenY; GenZ,TV,Inquiries,1589.33,23.12,50,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,183,240,17644.64,19800,NA,330854,Gen X (60 ? 80s),Social,Purchase,-937.89,104.822,50,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,620,1.25,28872.26,5940,NA,311083,Gen Z (2000s - now),Media Placements,Inquiries,1781.26,65.722,11,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,807,290,86625.74,13860,NA,2285.67,Gen Y (80 ? 2000s),Event,Inquiries,-354.13,818.25,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,81,200,66520.49,19800,NA,-3935.54,Boomer; GenX; GenY; GenZ,Social,Awareness,-154.9,272.576,25,00:00.0
North & Central America,USA,NULL,105,BeUnique,NA,NA,Active,101,174,18867.28,11880,NA,180489,Boomer; GenX; GenY; GenZ,Email,Inquiries,1554.48,117.657,105,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,767,56,70894.56,19800,NA,4132.38,Gen X (60 ? 80s),Media Placements,Consideration,308.96,160.095,50,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,873,290,7982.39,1980,NA,4654.09,Gen X (60 ? 80s),Social,Awareness,274.86,264.734,34,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,459,270,13148.48,17820,NA,249186,Gen Y (80 ? 2000s),Social,Consideration,-1077.29,26.418,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,200,11180.56,19800,NA,267410,Baby Boomers (45 ? 60s),Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,980,191,12202.74,7920,NA,195126,Gen X (60 ? 80s),TV,Awareness,-1755.42,25.551,11,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,194,191,19571.56,17820,NA,-8134.08,Boomer; GenX; GenY; GenZ,Media Placements,Awareness,-714.01,125.312,11,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,990,174,73127.8,17820,NA,-5854.45,Gen Z (2000s - now),Event,Inquiries,-27.62,460.963,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,264,1,12385.58,15840,NA,5960.52,Gen Z (2000s - now),Event,Awareness,410.81,993.636,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,896,191,11608.99,11880,NA,401.4,Baby Boomers (45 ? 60s),Social,Awareness,-69.16,359.376,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,163,56,17848.64,19800,NA,254235,Baby Boomers (45 ? 60s),Event,Inquiries,1433.27,29.954,50,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,1079,2,69431.15,9900,NA,35.3,Boomer; GenX; GenY; GenZ,TV,Inquiries,59.04,993.706,21,00:00.0
South America,Brazil,NULL,21,SustainableFashion ,NA,NA,Accepted,452,197,15504,13860,NA,256989,Gen Z (2000s - now),TV,Purchase,-287.81,51.204,21,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,949,191,13326.57,9900,NA,-1478.58,Boomer; GenX; GenY; GenZ,Email,Awareness,-518.92,519.663,11,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,923,191,22729.27,15840,NA,259012,Gen X (60 ? 80s),Social,Awareness,-455.6,78.71,11,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,385,290,35960.85,13860,NA,326655,Boomer; GenX; GenY; GenZ,Social,Consideration,1000.96,43.724,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,241,240,9391.76,7920,NA,-2684.45,Gen Z (2000s - now),Social,Inquiries,-652.68,660.96,50,00:00.0
North & Central America,USA,NULL,45,LetsRun,NA,NA,Active,1066,191,36188.53,9900,NA,2117.93,Boomer; GenX; GenY; GenZ,Event,Consideration,-118.82,458.559,45,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,54008.73,3960,NA,-9705.98,Gen Z (2000s - now),Social,Awareness,-141.24,18.513,25,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,57,191,23688.75,11880,NA,317611,Baby Boomers (45 ? 60s),TV,Intent,-1137.3,79.934,11,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,163,9643.52,1980,NA,-4010.52,Boomer; GenX; GenY; GenZ,Social,Consideration,348.54,881.446,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,7920,NA,267410,Gen X (60 ? 80s),Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,81,230,7095.12,13860,NA,148121,Gen Y (80 ? 2000s),Social,Awareness,-64.26,41.973,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,194,97,19571.56,17820,NA,-8134.08,Baby Boomers (45 ? 60s),Media Placements,Awareness,-714.01,125.312,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,13860,NA,267410,Gen Y (80 ? 2000s),Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,631,290,14252.8,19800,NA,125443,Baby Boomers (45 ? 60s),Social,Awareness,-47.77,44.302,34,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,232,240,65883.33,15840,NA,-1049.39,NULL,Event,Intent,191.41,494.333,50,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,232,240,65883.33,15840,NA,-1049.39,Gen Z (2000s - now),Event,Intent,191.41,494.333,50,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,1036,1.25,13733.28,7920,NA,96271,Boomer; GenX; GenY; GenZ,TV,Awareness,-964.75,63.682,50,00:00.0
North & Central America,USA,NULL,105,BeUnique,NA,NA,Active,1035,174,9539.04,19800,NA,279922,Gen X (60 ? 80s),Event,Inquiries,815.32,117.912,105,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,163,174,17848.64,19800,NA,254235,Gen Z (2000s - now),Event,Inquiries,1433.27,29.954,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,81,230,66520.49,19800,NA,-3935.54,Gen Z (2000s - now),Social,Awareness,-154.9,272.576,25,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,226,240,72858.35,9900,NA,-89.48,Boomer; GenX; GenY; GenZ,TV,Awareness,157.13,381.563,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,107,270,15643.95,17820,NA,-7830.29,Gen Z (2000s - now),TV,Inquiries,403.4,58.528,50,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,1111,174,29043.78,17820,NA,-2580.57,Gen Z (2000s - now),TV,Awareness,148.05,88.29,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,459,1.25,13148.48,9900,NA,249186,Boomer; GenX; GenY; GenZ,Social,Consideration,-1077.29,26.418,50,00:00.0
Europe,Germany,NULL,105,BeUnique,NA,NA,Qualified,107,174,11044.56,19800,NA,177667,Gen X (60 ? 80s),Social,Awareness,-652.63,35.207,105,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,411,197,23813.6,7920,NA,237711,NULL,Social,Intent,1160.93,52.836,11,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,5940,NA,327114,Gen X (60 ? 80s),Social,Consideration,2002.6,79.492,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,944,240,21939.52,15840,NA,292876,Gen Z (2000s - now),Social,Consideration,1773.27,84.694,50,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,942,1.25,18606.16,19800,NA,221051,Gen X (60 ? 80s),TV,Inquiries,2035.07,56.083,21,00:00.0
Europe,Germany,NULL,21,SustainableFashion ,NA,NA,Qualified,488,191,21311.2,5940,NA,92004,Baby Boomers (45 ? 60s),Event,Awareness,252.45,112.897,21,00:00.0
North & Central America,USA,NULL,34,FallintoWinter,NA,NA,Active,471,230,18679.6,3960,NA,283407,Gen Y (80 ? 2000s),Event,Inquiries,2115.48,63.75,34,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,19800,NA,327114,Baby Boomers (45 ? 60s),Social,Consideration,2002.6,79.492,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,156,9643.52,1980,NA,-4010.52,Gen Y (80 ? 2000s),Social,Consideration,348.54,881.446,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,785,1.25,45552.87,17820,NA,2237.44,Gen X (60 ? 80s),Social,Consideration,119.45,152.367,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,7920,NA,267410,Gen X (60 ? 80s),Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,980,191,27627.25,13860,NA,1183.42,Baby Boomers (45 ? 60s),TV,Awareness,-238.99,491.21,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,657,197,62268.72,7920,NA,-7559.13,Boomer; GenX; GenY; GenZ,Media Placements,Inquiries,265.45,115.335,50,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,194,174,62844.55,19800,NA,2543.66,Boomer; GenX; GenY; GenZ,Media Placements,Purchase,286.27,910.09,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,156,79167.99,19800,NA,-2578.64,Baby Boomers (45 ? 60s),Social,Awareness,-685.68,149.686,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,30,26845.04,9900,NA,327114,Gen Z (2000s - now),Social,Consideration,2002.6,79.492,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,239,191,31843.18,5940,NA,199223,Boomer; GenX; GenY; GenZ,Event,Consideration,-1043.29,19.72,11,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,258,191,15756.28,11880,NA,248302,Gen Z (2000s - now),Event,Awareness,-1283.67,113.288,11,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,386,97,22431.02,19800,NA,133892,Gen Y (80 ? 2000s),TV,Consideration,12.07,117.878,11,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,194,240,62844.55,19800,NA,2543.66,NULL,Media Placements,Purchase,286.27,910.09,50,00:00.0
Europe,Germany,NULL,21,SustainableFashion ,NA,NA,Qualified,578,270,17688.16,9900,NA,256343,Baby Boomers (45 ? 60s),Media Placements,Awareness,-197.03,105.434,21,00:00.0
North & Central America,USA,NULL,105,BeUnique,NA,NA,Active,101,156,18867.28,11880,NA,180489,Boomer; GenX; GenY; GenZ,Email,Inquiries,1554.48,117.657,105,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,319,230,67976.08,11880,NA,632.59,Baby Boomers (45 ? 60s),Social,Awareness,-359.6,521.479,25,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,482,1.25,20389.12,1980,NA,266883,Gen Z (2000s - now),Social,Inquiries,1387.54,39.593,21,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,997,1.25,18115.3,1980,NA,1733.39,Boomer; GenX; GenY; GenZ,Media Placements,Inquiries,-252.54,90.183,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,383,174,21844.32,1980,NA,131257,Gen Z (2000s - now),Event,Consideration,483.82,100.64,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,949,191,35022.18,15840,NA,324666,Baby Boomers (45 ? 60s),Email,Awareness,1023.06,118.099,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,767,56,70894.56,19800,NA,4132.38,Gen X (60 ? 80s),Media Placements,Consideration,308.96,160.095,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,250,156,75143.88,7920,NA,633.62,Baby Boomers (45 ? 60s),Event,Consideration,-314.88,5.049,50,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,358,156,77345.53,13860,NA,2171.84,Gen Z (2000s - now),Event,Awareness,114.58,705.823,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,503,230,11180.56,7920,NA,267410,Baby Boomers (45 ? 60s),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,227,240,27860.67,5940,NA,-3315.53,Baby Boomers (45 ? 60s),Social,Consideration,-806.41,726.803,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,629,1.25,35790.61,19800,NA,243.87,Gen X (60 ? 80s),Event,Inquiries,488.92,387.672,50,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,494,156,23515.76,17820,NA,216223,Gen Y (80 ? 2000s),Email,Purchase,1520.31,76.364,50,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,358,56,69398.74,7920,NA,3790.77,Boomer; GenX; GenY; GenZ,Event,Awareness,377.67,461.523,50,00:00.0
North & Central America,USA,NULL,105,BeUnique,NA,NA,Active,848,30,7979.12,3960,NA,323833,Boomer; GenX; GenY; GenZ,Email,Consideration,-330.65,70.159,105,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,13860,NA,267410,Baby Boomers (45 ? 60s),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,752,56,82364.42,9900,NA,-575.8,Boomer; GenX; GenY; GenZ,Social,Inquiries,141.75,219.169,50,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,234,191,24054.05,11880,NA,286348,NULL,Social,Intent,754.29,64.141,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,156,79167.99,19800,NA,-2578.64,Baby Boomers (45 ? 60s),Social,Awareness,-685.68,149.686,25,00:00.0
Europe,Germany,NULL,45,LetsRun,NA,NA,Qualified,534,174,58852.64,1980,NA,96322,Gen Z (2000s - now),Email,Awareness,1569.61,19.499,45,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,413,174,90257.86,15840,NA,-3773.55,Baby Boomers (45 ? 60s),Media Placements,Intent,-305.49,650.952,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,642,191,19014.93,11880,NA,-2324.46,Gen X (60 ? 80s),TV,Inquiries,-668.46,381.023,50,00:00.0
Asia Pacific,Japan,NULL,45,LetsRun,NA,NA,Qualified,296,230,10965.71,17820,NA,-7148.69,NULL,Email,Intent,-536.29,432.568,45,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,81,230,7095.12,13860,NA,148121,Boomer; GenX; GenY; GenZ,Social,Awareness,-64.26,41.973,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,1103,174,9879.04,3960,NA,167756,Baby Boomers (45 ? 60s),Event,Awareness,517.48,88.077,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,491,174,44256.3,17820,NA,337586,Boomer; GenX; GenY; GenZ,Email,Inquiries,2774.23,112.302,11,00:00.0
Asia Pacific,Japan,NULL,25,EnjoyTheMoment,NA,NA,Qualified,498,290,593.01,7920,NA,-1720.96,NULL,TV,Intent,160.7,86.233,25,00:00.0
Asia Pacific,Japan,NULL,34,FallintoWinter,NA,NA,Qualified,414,1.25,17115.1,9900,NA,620.25,Boomer; GenX; GenY; GenZ,TV,Intent,-312.33,472.877,34,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,386,191,56118.35,9900,NA,1710.47,Gen Z (2000s - now),TV,Consideration,66.47,65.533,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,19800,NA,267410,Gen Y (80 ? 2000s),Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,6,240,22916,17820,NA,267801,Baby Boomers (45 ? 60s),Media Placements,Awareness,2240.77,71.451,50,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,977,270,7474.56,15840,NA,260117,Boomer; GenX; GenY; GenZ,TV,Intent,-79.39,117.351,50,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,235,174,12551.44,7920,NA,280976,Gen Z (2000s - now),TV,Consideration,233.07,36.652,21,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,945,270,67447.7,13860,NA,-1946.86,Gen Z (2000s - now),Social,Awareness,-71.29,394.945,34,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,500,290,74361.86,5940,NA,5069.02,Boomer; GenX; GenY; GenZ,Social,Awareness,4.68,228.188,11,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,971,97,30455.65,5940,NA,-2065.52,Baby Boomers (45 ? 60s),Social,Awareness,-636.79,907.28,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,49026.94,9900,NA,-893.93,Gen Z (2000s - now),Social,Awareness,94.47,535.718,25,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,411,97,23813.6,19800,NA,237711,Boomer; GenX; GenY; GenZ,Social,Intent,1160.93,52.836,11,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,156,9643.52,1980,NA,-4010.52,Baby Boomers (45 ? 60s),Social,Consideration,348.54,881.446,25,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,1091,56,42890.12,7920,NA,6352.43,Gen Y (80 ? 2000s),TV,Awareness,31.19,702.446,50,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,996,56,11845.6,17820,NA,165121,Boomer; GenX; GenY; GenZ,Media Placements,Intent,-966.28,78.846,50,00:00.0
Europe,Germany,NULL,21,SustainableFashion ,NA,NA,Qualified,578,270,17688.16,9900,NA,256343,Baby Boomers (45 ? 60s),Media Placements,Awareness,-197.03,105.434,21,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,19800,NA,327114,Gen Z (2000s - now),Social,Consideration,2002.6,79.492,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,314,260,12580,13860,NA,268430,Baby Boomers (45 ? 60s),Social,Consideration,899.98,73.967,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,19800,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,163,56,17848.64,19800,NA,254235,Gen X (60 ? 80s),Event,Inquiries,1433.27,29.954,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,1980,NA,267410,Baby Boomers (45 ? 60s),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,34,FallintoWinter,NA,NA,Active,30,1.25,9163.68,1980,NA,189992,Boomer; GenX; GenY; GenZ,Event,Inquiries,942.31,23.766,34,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,81,230,66520.49,19800,NA,-3935.54,Boomer; GenX; GenY; GenZ,Social,Awareness,-154.9,272.576,25,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,873,174,7982.39,1980,NA,4654.09,Boomer; GenX; GenY; GenZ,Social,Awareness,274.86,264.734,34,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,798,156,25119.79,1980,NA,110,Baby Boomers (45 ? 60s),Event,Inquiries,238.35,63.297,21,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,156,79167.99,19800,NA,-2578.64,Gen Y (80 ? 2000s),Social,Awareness,-685.68,149.686,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,924,191,35583.12,3960,NA,-451.6,Boomer; GenX; GenY; GenZ,Email,Awareness,79.5,549.515,11,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,30,26845.04,9900,NA,327114,Baby Boomers (45 ? 60s),Social,Consideration,2002.6,79.492,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,450,174,12463.99,5940,NA,249543,Boomer; GenX; GenY; GenZ,Event,Awareness,-758.54,91.698,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,13860,NA,267410,Baby Boomers (45 ? 60s),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,642,174,12900.96,13860,NA,151147,Gen Z (2000s - now),TV,Inquiries,1018.81,35.088,50,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,980,191,69885.53,13860,NA,5659.36,Boomer; GenX; GenY; GenZ,TV,Awareness,88.23,886.014,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,72,56,64596.53,3960,NA,-3020.71,Gen X (60 ? 80s),Media Placements,Consideration,-22.55,991.862,50,00:00.0
Europe,Germany,NULL,45,LetsRun,NA,NA,Qualified,897,156,48576.48,1980,NA,300577,Gen X (60 ? 80s),Social,Awareness,1692.35,71.91,45,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,494,56,91788.07,7920,NA,6105.26,Gen Y (80 ? 2000s),Email,Purchase,-96.94,932.697,50,00:00.0
Europe,Germany,NULL,105,BeUnique,NA,NA,Qualified,563,174,22626.32,9900,NA,116892,Gen X (60 ? 80s),Media Placements,Awareness,66.47,91.018,105,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,503,230,11180.56,7920,NA,267410,Gen Z (2000s - now),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,934,174,44256.3,11880,NA,337586,Gen Y (80 ? 2000s),Email,Inquiries,2774.23,112.302,11,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,514,174,99748.91,9900,NA,5457.12,Gen X (60 ? 80s),TV,Consideration,-76.66,461.063,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,503,230,11180.56,7920,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,971,156,21612.58,1980,NA,200073,Baby Boomers (45 ? 60s),Social,Awareness,261.29,43.061,11,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,30,19134.29,3960,NA,-909.09,Boomer; GenX; GenY; GenZ,Social,Consideration,326.49,743.829,25,00:00.0
North & Central America,USA,NULL,45,LetsRun,NA,NA,Active,299,270,97108.98,9900,NA,933.54,Gen Z (2000s - now),Email,Inquiries,188.53,133.967,45,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,642,174,19014.93,11880,NA,-2324.46,Gen X (60 ? 80s),TV,Inquiries,-668.46,381.023,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,19800,NA,267410,Baby Boomers (45 ? 60s),Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,896,191,16521.55,13860,NA,302260,Gen Y (80 ? 2000s),Social,Awareness,-1318.52,23.018,11,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,942,270,18606.16,19800,NA,221051,Baby Boomers (45 ? 60s),TV,Inquiries,2035.07,56.083,21,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,30,9643.52,1980,NA,-4010.52,Boomer; GenX; GenY; GenZ,Social,Consideration,348.54,881.446,25,00:00.0
North & Central America,USA,NULL,34,FallintoWinter,NA,NA,Active,471,1.25,83028.42,19800,NA,-877.41,Gen X (60 ? 80s),Event,Inquiries,629.62,812.222,34,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,1980,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,977,56,7474.56,15840,NA,260117,Baby Boomers (45 ? 60s),TV,Intent,-79.39,117.351,50,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,200,71998,5940,NA,-58.22,Gen X (60 ? 80s),Social,Consideration,14.91,613.35,25,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,907,1,95259.62,9900,NA,1012.43,Boomer; GenX; GenY; GenZ,Media Placements,Consideration,423.89,448.875,21,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,62,1.25,13395.71,7920,NA,3872.47,Boomer; GenX; GenY; GenZ,Email,Awareness,-304.51,202.34,34,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,264,1,8547.6,13860,NA,143616,Gen Z (2000s - now),Event,Awareness,-1313.08,44.523,25,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,656,191,91855.56,13860,NA,4658.03,Gen X (60 ? 80s),Social,Intent,480.56,747.206,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,163,240,17848.64,13860,NA,254235,Gen Y (80 ? 2000s),Event,Inquiries,1433.27,29.954,50,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,631,270,14252.8,19800,NA,125443,Gen Z (2000s - now),Social,Awareness,-47.77,44.302,34,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,5940,NA,327114,Gen Z (2000s - now),Social,Consideration,2002.6,79.492,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,54008.73,3960,NA,-9705.98,Gen Z (2000s - now),Social,Awareness,-141.24,18.513,25,00:00.0
